application,conf,threads,CH,CHv2,CA,CB,CBv2,CC,NBC,SP(16)
__cere__main_main_295,conf1,16,239.92113755516323,0.023992113755516326,713719.546875,29.848552426196996,0.22987204607584855,0.49609375,0.867110299868092,0.0
__cere__main_main_295,conf1,32,204.70842207604372,0.020470842207604374,273922.107421875,56.41404787753339,0.3606712353720528,0.5166015625,0.9353043087872002,0.5124297531576876
__cere__main_main_295,conf1,64,90.07197885826649,0.00900719788582665,117165.00927734375,166.95452746870725,0.6254043677467799,0.50634765625,0.964552592737392,0.7529240351415944
__cere__main_main_295,conf2,16,451.3745871036722,0.045137458710367215,498562.828125,21.936111299412776,0.17989839979027122,0.49609375,0.8686503622396388,0.0
__cere__main_main_295,conf2,32,227.84987607500486,0.022784987607500487,252805.216796875,66.93404277692765,0.400961012286577,0.5146484375,0.9345630638571162,0.5089773561229989
__cere__main_main_295,conf2,64,144.28999388555337,0.014428999388555339,213657.03466796875,70.59216272303847,0.41380659929639907,0.4873046875,0.9652212933518484,0.7574753929378829
__cere__main_main_549,conf1,16,420.64689563240233,0.042064689563240235,38385.125,191.80167447676672,0.6573014867741549,0.5703125,0.8753657422634419,0.0
__cere__main_main_549,conf1,32,217.65042084227696,0.0217650420842277,100343.07421875,95.94585404207214,0.48965493304834773,0.5107421875,0.9295718746470848,0.49673240169361155
__cere__main_main_549,conf1,64,64.65617041423783,0.0064656170414237836,221019.7685546875,64.3917289055066,0.3916968897049521,0.5009765625,0.9645574027171274,0.7499336228863471
__cere__mg_psinv_454,conf1,16,609.2055960518005,0.060920559605180044,619534.9921875,150.9709935043394,0.6015475788508963,0.19921875,0.5215122723281407,0.0
__cere__mg_psinv_454,conf1,32,223.79676371965417,0.022379676371965414,1148394.7890625,159.4935010270076,0.6146338940889614,0.4169921875,0.868588706288825,0.4462418663556692
__cere__mg_psinv_454,conf1,64,124.30262788082246,0.012430262788082245,193483.78369140625,347.19459933139126,0.7763837037622731,0.278076171875,0.8390905478747412,0.5472827408528809
__cere__mg_psinv_454,conf2,16,274.7485606861799,0.027474856068617992,949303.9453125,66.56596870873442,0.3996372681933307,0.38671875,0.7266228985785268,0.0
__cere__mg_psinv_454,conf2,32,159.0401119231396,0.01590401119231396,11921360.220703125,180.7239175558287,0.6437781259585316,0.4921875,0.9240728104682892,0.5004643277984084
__cere__mg_psinv_454,conf2,64,80.95966038507643,0.008095966038507645,98680.87548828125,749.6624493867304,0.8823062028077409,0.1337890625,0.6661565802442417,0.2943599369719012
__cere__mg_psinv_454,conf3,16,276.8173409335271,0.027681734093352707,760488.25,101.4394042248516,0.5035727970661711,0.41015625,0.7963073188507515,0.0
__cere__mg_psinv_454,conf3,32,187.15969433499663,0.01871596943349966,623201.98828125,186.7652215662497,0.6512826783742407,0.4560546875,0.8903593556134668,0.4761855338472505
__cere__mg_psinv_454,conf3,64,151.0230150440305,0.015102301504403053,121212.0859375,171.3433008401403,0.6314631697544131,0.3740234375,0.8829353260397726,0.6081963685229665
__cere__mg_psinv_454,conf4,16,298.5282871957776,0.029852828719577756,199792.796875,107.6048318496217,0.5183156427089575,0.3046875,0.7122749592370659,0.0
__cere__mg_psinv_454,conf4,32,225.86155018080024,0.022586155018080024,414151.88671875,114.65196338794144,0.5341295815716833,0.439453125,0.8957951982875244,0.47832636752577273
__cere__mg_psinv_454,conf4,64,111.64094924344718,0.011164094924344718,987446.1533203125,39.91863585211852,0.2852989211123309,0.467041015625,0.9515693815112016,0.7339404007513419
__cere__mg_resid_516,conf1,16,321.7599695051939,0.03217599695051939,33041766.1953125,46.472898388421854,0.317279844256126,0.5,0.8707711283100762,0.0
